%  f [Hz]          power [(mV/m)^2/Hz]   
   7.7187500e+00   2.2234546e-06
   7.7343750e+00   2.2826580e-05
   7.7500000e+00   5.8765305e-05
   7.7656250e+00   1.2278044e-05
   7.7812500e+00   8.7369169e-06
   7.7968750e+00   5.0612192e-05
   7.8125000e+00   2.6872282e-05
   7.8281250e+00   4.2929339e-06
   7.8437500e+00   1.5492844e-05
   7.8593750e+00   1.4209520e-05
   7.8750000e+00   1.5458554e-06
   7.8906250e+00   3.7981120e-06
   7.9062500e+00   5.5682580e-06
   7.9218750e+00   3.9377644e-06
   7.9375000e+00   3.5228773e-06
   7.9531250e+00   4.5477863e-06
   7.9687500e+00   4.2394941e-06
   7.9843750e+00   3.6332978e-06
   8.0000000e+00   1.0904899e-05
   8.0156250e+00   7.2406869e-06
   8.0312500e+00   3.4326336e-06
   8.0468750e+00   1.4105889e-05
   8.0625000e+00   1.9010469e-05
   8.0781250e+00   3.9014150e-06
   8.0937500e+00   9.5618455e-06
   8.1093750e+00   2.6584201e-05
   8.1250000e+00   7.1072880e-06
   8.1406250e+00   5.4537805e-06
   8.1562500e+00   1.6351844e-05
   8.1718750e+00   8.4168531e-06
   8.1875000e+00   2.7026329e-06
   8.2031250e+00   8.5122174e-06
   8.2187500e+00   1.2157236e-05
   8.2343750e+00   3.4911471e-06
   8.2500000e+00   5.6367921e-06
   8.2656250e+00   1.2752639e-05
   8.2812500e+00   3.9488644e-06
   8.2968750e+00   3.7706875e-06
   8.3125000e+00   2.5962002e-05
   8.3281250e+00   1.1309751e-05
   8.3437500e+00   3.0799546e-06
   8.3593750e+00   1.7540576e-05
   8.3750000e+00   1.8485038e-05
   8.3906250e+00   1.6648183e-06
   8.4062500e+00   8.3537406e-06
   8.4218750e+00   1.3067859e-05
   8.4375000e+00   3.5848402e-06
   8.4531250e+00   4.9356445e-06
   8.4687500e+00   1.7562754e-05
   8.4843750e+00   6.6500797e-06
   8.5000000e+00   3.3557510e-06
   8.5156250e+00   1.1894568e-05
   8.5312500e+00   1.0463792e-05
   8.5468750e+00   1.9467751e-06
   8.5625000e+00   3.0834486e-06
   8.5781250e+00   4.8761354e-06
   8.5937500e+00   2.1080482e-06
   8.6093750e+00   8.5340599e-06
   8.6250000e+00   2.8102311e-05
   8.6406250e+00   9.8967632e-06
   8.6562500e+00   2.2868394e-06
   8.6718750e+00   2.7936956e-06
   8.6875000e+00   3.1870196e-06
   8.7031250e+00   1.3274164e-06
   8.7187500e+00   1.9221340e-06
   8.7343750e+00   2.8676414e-06
   8.7500000e+00   1.9334490e-06
   8.7656250e+00   5.2358918e-06
   8.7812500e+00   1.2437093e-05
   8.7968750e+00   5.5985958e-06
   8.8125000e+00   4.6249126e-06
   8.8281250e+00   2.8410125e-05
   8.8437500e+00   1.7129981e-05
   8.8593750e+00   4.6075058e-06
   8.8750000e+00   3.0081312e-05
   8.8906250e+00   3.5512829e-05
   8.9062500e+00   3.4315287e-06
   8.9218750e+00   1.7792841e-06
   8.9375000e+00   2.8163299e-06
   8.9531250e+00   1.7320207e-06
   8.9687500e+00   3.5031890e-06
   8.9843750e+00   1.0981724e-05
   9.0000000e+00   4.6709395e-06
   9.0156250e+00   2.8966931e-06
   9.0312500e+00   1.6171678e-05
   9.0468750e+00   1.5247623e-05
   9.0625000e+00   1.4950008e-06
   9.0781250e+00   5.5877718e-06
   9.0937500e+00   1.1695162e-05
   9.1093750e+00   3.7990409e-06
   9.1250000e+00   1.1719406e-05
   9.1406250e+00   5.8976834e-05
   9.1562500e+00   2.0903326e-05
   9.1718750e+00   2.5487987e-06
   9.1875000e+00   1.0392339e-05
   9.2031250e+00   7.4451171e-06
   9.2187500e+00   2.0219455e-06
   9.2343750e+00   1.0293386e-05
   9.2500000e+00   1.8357145e-05
   9.2656250e+00   3.7996253e-06
   9.2812500e+00   3.1597563e-06
   9.2968750e+00   9.4040443e-06
   9.3125000e+00   5.0939416e-06
   9.3281250e+00   3.7843966e-06
   9.3437500e+00   1.3752838e-05
   9.3593750e+00   8.8095710e-06
   9.3750000e+00   2.2956234e-06
   9.3906250e+00   6.7456270e-06
   9.4062500e+00   9.1907135e-06
   9.4218750e+00   2.2471435e-06
   9.4375000e+00   1.6424160e-05
   9.4531250e+00   4.6624405e-05
   9.4687500e+00   1.1971574e-05
   9.4843750e+00   2.4419111e-06
   9.5000000e+00   1.0432790e-05
   9.5156250e+00   5.5850042e-06
   9.5312500e+00   1.6852008e-06
   9.5468750e+00   1.3421300e-05
   9.5625000e+00   1.2470617e-05
   9.5781250e+00   2.5458325e-06
   9.5937500e+00   3.4037424e-06
   9.6093750e+00   6.4439200e-06
   9.6250000e+00   2.4720956e-06
   9.6406250e+00   1.9806266e-06
   9.6562500e+00   2.1556001e-06
   9.6718750e+00   9.0689705e-07
   9.6875000e+00   2.7081375e-06
   9.7031250e+00   2.8523152e-05
   9.7187500e+00   2.3814749e-05
   9.7343750e+00   2.8166358e-06
   9.7500000e+00   1.2405610e-05
   9.7656250e+00   2.3618618e-05
   9.7812500e+00   3.4770807e-06
   9.7968750e+00   3.8917246e-06
   9.8125000e+00   7.6455420e-06
   9.8281250e+00   2.7603890e-06
   9.8437500e+00   1.4228448e-06
   9.8593750e+00   1.8495725e-06
   9.8750000e+00   1.6293402e-06
   9.8906250e+00   1.2849805e-06
   9.9062500e+00   2.1507058e-06
   9.9218750e+00   2.8924938e-06
   9.9375000e+00   1.9108482e-06
   9.9531250e+00   3.4433579e-06
   9.9687500e+00   1.2174439e-05
   9.9843750e+00   4.7206172e-06
   1.0000000e+01   1.4919234e-06
   1.0015625e+01   4.2397150e-06
   1.0031250e+01   3.9412276e-06
   1.0046875e+01   1.5487000e-06
   1.0062500e+01   4.1247807e-06
   1.0078125e+01   6.3510359e-06
   1.0093750e+01   1.8760006e-06
   1.0109375e+01   2.6096866e-06
   1.0125000e+01   7.7287777e-06
   1.0140625e+01   2.3605051e-06
   1.0156250e+01   2.1735684e-06
   1.0171875e+01   6.4870035e-06
   1.0187500e+01   4.8156878e-06
   1.0203125e+01   3.0404260e-06
   1.0218750e+01   1.1155037e-05
   1.0234375e+01   1.1071396e-05
   1.0250000e+01   2.2223596e-06
   1.0265625e+01   8.9408006e-06
   1.0281250e+01   1.5560114e-05
   1.0296875e+01   3.9606430e-06
   1.0312500e+01   2.3233014e-06
   1.0328125e+01   5.9134844e-06
   1.0343750e+01   3.3328274e-06
   1.0359375e+01   1.0260766e-06
   1.0375000e+01   4.0321951e-06
   1.0390625e+01   4.0095894e-06
   1.0406250e+01   2.4453169e-06
   1.0421875e+01   2.9415194e-06
   1.0437500e+01   5.2547478e-06
   1.0453125e+01   1.7687014e-06
   1.0468750e+01   4.0360481e-06
   1.0484375e+01   9.3346739e-06
   1.0500000e+01   2.7529348e-06
   1.0515625e+01   2.1258511e-06
   1.0531250e+01   6.2588328e-06
   1.0546875e+01   5.1043201e-06
   1.0562500e+01   1.9947958e-06
   1.0578125e+01   3.7377921e-06
   1.0593750e+01   3.6368867e-06
   1.0609375e+01   2.0605397e-06
   1.0625000e+01   2.4603823e-06
   1.0640625e+01   1.9730005e-06
   1.0656250e+01   2.0533859e-06
   1.0671875e+01   3.3763723e-06
   1.0687500e+01   2.7749099e-06
   1.0703125e+01   2.0162893e-06
   1.0718750e+01   1.0462221e-06
   1.0734375e+01   3.7382658e-06
   1.0750000e+01   4.9119648e-06
   1.0765625e+01   1.7740580e-06
   1.0781250e+01   6.6777709e-06
   1.0796875e+01   1.5115827e-05
   1.0812500e+01   3.8314799e-06
   1.0828125e+01   3.0987249e-06
   1.0843750e+01   1.9219648e-05
   1.0859375e+01   9.1323357e-06
   1.0875000e+01   1.4101645e-06
   1.0890625e+01   4.6147209e-06
   1.0906250e+01   5.6565354e-06
   1.0921875e+01   2.1808105e-06
   1.0937500e+01   1.9102194e-06
   1.0953125e+01   3.4932043e-06
   1.0968750e+01   2.4960563e-06
   1.0984375e+01   1.6002429e-06
   1.1000000e+01   2.0755084e-06
   1.1015625e+01   2.4092562e-06
   1.1031250e+01   1.4668777e-06
   1.1046875e+01   2.0287358e-06
   1.1062500e+01   1.5063724e-06
   1.1078125e+01   1.3165827e-06
   1.1093750e+01   4.3828469e-06
   1.1109375e+01   5.4974377e-06
   1.1125000e+01   1.9752763e-06
   1.1140625e+01   4.1439038e-06
   1.1156250e+01   1.2702600e-05
   1.1171875e+01   4.6277533e-06
   1.1187500e+01   1.0988648e-06
   1.1203125e+01   3.6076730e-06
   1.1218750e+01   2.8546897e-06
   1.1234375e+01   2.2057536e-06
   1.1250000e+01   4.3081324e-06
   1.1265625e+01   4.8544254e-06
   1.1281250e+01   2.6339202e-06
   1.1296875e+01   1.6796691e-06
   1.1312500e+01   2.6155689e-06
   1.1328125e+01   1.7850637e-06
   1.1343750e+01   1.3810499e-06
   1.1359375e+01   2.3901762e-06
   1.1375000e+01   2.2713791e-06
   1.1390625e+01   1.3658454e-06
   1.1406250e+01   3.2682656e-06
